timestamps,Var6
03/09/2021 04:15:00,13.057
03/09/2021 04:30:00,13.028
03/09/2021 04:45:00,13.225
03/09/2021 05:00:00,13.136
03/09/2021 05:15:00,12.897
03/09/2021 05:30:00,12.894
03/09/2021 05:45:00,12.708
03/09/2021 06:00:00,12.669
03/09/2021 06:15:00,12.622
03/09/2021 06:30:00,12.429
03/09/2021 06:45:00,12.447
03/09/2021 07:00:00,12.668
03/09/2021 07:15:00,13.47
03/09/2021 07:30:00,14.382
03/09/2021 07:45:00,15.94
03/09/2021 08:00:00,17.947
03/09/2021 08:15:00,20.095
03/09/2021 08:30:00,22.724
03/09/2021 08:45:00,25.281
03/09/2021 09:00:00,25.733
03/09/2021 09:15:00,26.167
03/09/2021 09:30:00,26.83
03/09/2021 09:45:00,28.324
03/09/2021 10:00:00,30.027
03/09/2021 10:15:00,30.455
03/09/2021 10:30:00,26.466
03/09/2021 10:45:00,30.836
03/09/2021 11:00:00,30.06
03/09/2021 11:15:00,30.809
03/09/2021 11:30:00,32.066
03/09/2021 11:45:00,29.997
03/09/2021 12:00:00,30.441
03/09/2021 12:15:00,28.264
03/09/2021 12:30:00,28.97
03/09/2021 12:45:00,29.939
03/09/2021 13:00:00,30.222
03/09/2021 13:15:00,28.853
03/09/2021 13:30:00,28.766
03/09/2021 13:45:00,31.977
03/09/2021 14:00:00,31.2
03/09/2021 14:15:00,29.927
03/09/2021 14:30:00,28.933
03/09/2021 14:45:00,29.17
03/09/2021 15:00:00,29.092
03/09/2021 15:15:00,28.352
03/09/2021 15:30:00,26.936
03/09/2021 15:45:00,28.784
03/09/2021 16:00:00,30.112
03/09/2021 16:15:00,28.944
03/09/2021 16:30:00,28.883
03/09/2021 16:45:00,28.962
03/09/2021 17:00:00,28.253
03/09/2021 17:15:00,27.631
03/09/2021 17:30:00,24.839
03/09/2021 17:45:00,26.029
03/09/2021 18:00:00,26.752
03/09/2021 18:15:00,25.773
03/09/2021 18:30:00,24.824
03/09/2021 18:45:00,23.838
03/09/2021 19:00:00,23.316
03/09/2021 19:15:00,22.488
03/09/2021 19:30:00,21.203
03/09/2021 19:45:00,20.341
03/09/2021 20:00:00,18.935
03/09/2021 20:15:00,18.356
03/09/2021 20:30:00,17.724
03/09/2021 20:45:00,17.372
03/09/2021 21:00:00,17.016
03/09/2021 21:15:00,16.847
03/09/2021 21:30:00,16.711
03/09/2021 21:45:00,16.948
03/09/2021 22:00:00,16.65
03/09/2021 22:15:00,16.321
03/09/2021 22:30:00,16.177
